clf,dataset_name,dataset_type,auc,distances
RSIF,26_optdigits,numerical,0.6272,manh_cheb
RSIF,26_optdigits,numerical,0.4973,manh_cheb
RSIF,26_optdigits,numerical,0.5396,manh_cheb
RSIF,26_optdigits,numerical,0.6392,manh_cheb
RSIF,26_optdigits,numerical,0.6057,manh_cheb
RSIF,26_optdigits,numerical,0.4949,manh_cheb
RSIF,26_optdigits,numerical,0.6089,manh_cheb
RSIF,26_optdigits,numerical,0.5014,manh_cheb
RSIF,26_optdigits,numerical,0.5418,manh_cheb
RSIF,26_optdigits,numerical,0.5448,manh
RSIF,26_optdigits,numerical,0.6182,manh
RSIF,26_optdigits,numerical,0.5812,manh
RSIF,26_optdigits,numerical,0.7133,manh
RSIF,26_optdigits,numerical,0.7026,manh
RSIF,26_optdigits,numerical,0.6105,manh
RSIF,26_optdigits,numerical,0.625,manh
RSIF,26_optdigits,numerical,0.5937,manh
RSIF,26_optdigits,numerical,0.6401,manh
RSIF,26_optdigits,numerical,0.5322,manh
RSIF,26_optdigits,numerical,0.5727,eucl_cosi_cheb
RSIF,26_optdigits,numerical,0.6437,eucl_cosi_cheb
RSIF,26_optdigits,numerical,0.5892,eucl_cosi_cheb
RSIF,26_optdigits,numerical,0.7865,eucl_cosi_cheb
RSIF,26_optdigits,numerical,0.7319,eucl_cosi_cheb
RSIF,26_optdigits,numerical,0.6737,eucl_cosi_cheb
RSIF,26_optdigits,numerical,0.59,eucl_cosi_cheb
RSIF,26_optdigits,numerical,0.7285,eucl_cosi_cheb
RSIF,26_optdigits,numerical,0.564,eucl_cosi_cheb
